application_id,state,sector,investment,employees,approval_count,document_count,missing_document_count,inspection_required,department_count,previous_queries,project_stage,applicant_type,season,authority,sla_days,actual_processing_days,delayed
APP_SYN_0545,Tamil Nadu,Pharmaceuticals,7634987.41,91,6,18,0,1,2,0,Operation,MSME,Q2,Boilers Directorate,30,31.5,1
APP_SYN_0546,Gujarat,Textiles,1190708.37,19,2,8,0,0,1,0,Pre-Operation,Individual,Q2,FSSAI,20,15.8,0
APP_SYN_0547,Rajasthan,Manufacturing,7603610.69,91,2,6,4,0,2,0,Operation,MSME,Q4,Legal Metrology,15,22.3,1
APP_SYN_0548,Gujarat,Pharmaceuticals,1646345.74,63,5,15,1,0,2,1,Pre-Establishment,MSME,Q1,Boilers Directorate,60,58.9,0
APP_SYN_0549,Maharashtra,Textiles,31512907.92,74,11,44,2,0,5,0,Pre-Operation,Enterprise,Q4,Directorate of Factories,30,36.6,1
APP_SYN_0550,Uttar Pradesh,Pharmaceuticals,10111582.71,47,3,9,1,1,3,0,Pre-Operation,MSME,Q1,Legal Metrology,15,15.1,1
APP_SYN_0551,Uttar Pradesh,Food Processing,3466474.68,417,10,30,2,0,2,0,Pre-Operation,Enterprise,Q4,Directorate of Factories,15,17.3,1
APP_SYN_0552,Maharashtra,Manufacturing,16144820.74,11,2,6,0,1,2,1,Pre-Establishment,MSME,Q2,UP Fire Service,20,21.0,1
APP_SYN_0553,Gujarat,Food Processing,4379475.76,39,4,20,0,1,2,2,Pre-Establishment,MSME,Q1,FSSAI,20,27.7,1
APP_SYN_0554,Uttar Pradesh,Textiles,10472745.78,212,5,25,2,0,2,0,Pre-Operation,Enterprise,Q2,UPPCB,15,13.2,0
APP_SYN_0555,Uttar Pradesh,Food Processing,14109281.25,19,2,6,1,1,2,0,Pre-Operation,MSME,Q4,Directorate of Factories,20,23.8,1
APP_SYN_0556,Gujarat,Food Processing,605294.83,3,1,4,2,1,1,0,Pre-Operation,Individual,Q2,FSSAI,30,30.2,1
APP_SYN_0557,Karnataka,Manufacturing,44469112.36,74,3,9,0,0,2,2,Pre-Establishment,MSME,Q3,Directorate of Factories,60,64.2,1
APP_SYN_0558,Rajasthan,Chemicals,6481070.95,42,4,20,3,1,2,3,Pre-Operation,MSME,Q3,Boilers Directorate,15,24.4,1
APP_SYN_0559,Karnataka,Manufacturing,2049558.01,19,2,6,4,1,1,0,Pre-Establishment,Individual,Q4,CEIG,45,72.9,1
APP_SYN_0560,Maharashtra,Food Processing,17428493.19,270,6,30,0,0,4,1,Operation,Enterprise,Q2,CEIG,30,33.4,1
APP_SYN_0561,Maharashtra,Chemicals,17257843.5,243,5,25,0,1,4,0,Pre-Operation,Enterprise,Q2,CEIG,30,27.2,0
APP_SYN_0562,Gujarat,Food Processing,2818110.26,92,4,12,1,1,2,0,Operation,MSME,Q4,FSSAI,20,23.7,1
APP_SYN_0563,Uttar Pradesh,Food Processing,3178796.31,36,5,15,0,1,2,0,Pre-Operation,MSME,Q4,CEIG,15,13.2,0
APP_SYN_0564,Karnataka,Chemicals,54523209.46,582,9,36,0,1,4,0,Pre-Establishment,Enterprise,Q3,UP Fire Service,15,17.4,1
APP_SYN_0565,Maharashtra,Information Technology,3277075.58,69,5,20,0,0,3,3,Operation,MSME,Q1,Legal Metrology,30,36.7,1
APP_SYN_0566,Karnataka,Manufacturing,28700466.12,56,5,25,0,1,2,0,Pre-Establishment,MSME,Q1,Legal Metrology,20,19.6,0
APP_SYN_0567,Uttar Pradesh,Manufacturing,11058253.77,91,2,8,1,1,2,0,Pre-Operation,MSME,Q2,UPPCB,20,23.0,1
APP_SYN_0568,Uttar Pradesh,Food Processing,7397024.41,99,3,12,0,0,2,0,Pre-Establishment,MSME,Q4,FSSAI,15,12.8,0
APP_SYN_0569,Uttar Pradesh,Pharmaceuticals,77470783.36,381,9,45,2,0,2,0,Pre-Operation,Enterprise,Q3,UPPCB,20,22.2,1
APP_SYN_0570,Gujarat,Chemicals,2479810.77,23,3,9,0,0,3,0,Pre-Operation,MSME,Q3,UP Fire Service,20,21.5,1
APP_SYN_0571,Gujarat,Food Processing,4022677.7,13,5,20,4,0,2,1,Pre-Operation,MSME,Q4,Legal Metrology,15,23.3,1
APP_SYN_0572,Uttar Pradesh,Information Technology,11673508.93,10,2,8,0,0,1,1,Pre-Operation,MSME,Q2,CEIG,20,19.1,0
APP_SYN_0573,Uttar Pradesh,Textiles,66662071.71,220,9,45,3,0,5,0,Pre-Establishment,Enterprise,Q4,Directorate of Factories,20,28.1,1
APP_SYN_0574,Uttar Pradesh,Manufacturing,63439900.39,331,11,55,1,1,4,3,Pre-Establishment,Enterprise,Q3,CEIG,15,22.8,1
APP_SYN_0575,Uttar Pradesh,Food Processing,3151380.85,16,2,6,3,1,2,0,Operation,MSME,Q3,Directorate of Factories,45,56.9,1
APP_SYN_0576,Uttar Pradesh,Food Processing,8829866.34,15,4,12,3,0,3,1,Pre-Establishment,MSME,Q4,CEIG,20,25.0,1
APP_SYN_0577,Uttar Pradesh,Food Processing,1027928.42,88,3,12,4,1,3,2,Pre-Establishment,MSME,Q4,Boilers Directorate,30,56.4,1
APP_SYN_0578,Uttar Pradesh,Food Processing,6743564.51,97,6,24,2,1,3,0,Pre-Establishment,MSME,Q1,UP Fire Service,30,32.8,1
APP_SYN_0579,Gujarat,Food Processing,7654952.89,67,4,16,0,1,3,0,Pre-Operation,MSME,Q1,Directorate of Factories,45,37.0,0
APP_SYN_0580,Uttar Pradesh,Information Technology,66410491.27,225,10,50,0,0,5,0,Pre-Operation,Enterprise,Q4,Legal Metrology,30,30.0,0
APP_SYN_0581,Gujarat,Food Processing,20871126.57,87,2,6,0,0,1,3,Pre-Establishment,MSME,Q2,CEIG,45,46.5,1
APP_SYN_0582,Uttar Pradesh,Manufacturing,5474873.31,78,5,15,0,1,2,2,Pre-Operation,MSME,Q2,UP Fire Service,60,61.2,1
APP_SYN_0583,Gujarat,Food Processing,3530189.1,23,4,20,0,0,3,0,Pre-Establishment,MSME,Q2,Legal Metrology,30,23.7,0
APP_SYN_0584,Uttar Pradesh,Food Processing,14774349.21,431,11,33,0,0,5,2,Operation,Enterprise,Q4,Boilers Directorate,15,19.0,1
APP_SYN_0585,Tamil Nadu,Pharmaceuticals,30322582.22,560,7,35,0,0,5,0,Pre-Operation,Enterprise,Q2,CEIG,15,17.2,1
APP_SYN_0586,Uttar Pradesh,Food Processing,69461223.15,467,7,28,3,1,2,0,Pre-Establishment,Enterprise,Q4,Boilers Directorate,30,44.1,1
APP_SYN_0587,Karnataka,Food Processing,17302071.97,96,2,8,0,0,1,0,Operation,MSME,Q3,UPPCB,30,26.1,0
APP_SYN_0588,Gujarat,Manufacturing,1990881.82,22,6,30,0,1,1,0,Pre-Operation,MSME,Q3,Directorate of Factories,30,28.5,0
APP_SYN_0589,Gujarat,Food Processing,393175.5,16,1,3,0,1,1,0,Pre-Operation,Individual,Q1,Legal Metrology,20,18.8,0
APP_SYN_0590,Maharashtra,Food Processing,2594658.12,48,4,20,0,0,3,1,Pre-Establishment,MSME,Q3,FSSAI,30,23.6,0
APP_SYN_0591,Karnataka,Food Processing,3063587.31,9,6,18,0,1,1,0,Pre-Operation,MSME,Q4,UP Fire Service,45,41.2,0
APP_SYN_0592,Rajasthan,Food Processing,1523160.54,49,2,8,0,1,1,0,Pre-Operation,MSME,Q3,FSSAI,45,37.8,0
APP_SYN_0593,Uttar Pradesh,Chemicals,9078039.94,60,2,10,2,0,2,1,Pre-Operation,MSME,Q3,Directorate of Factories,30,36.3,1
APP_SYN_0594,Karnataka,Manufacturing,2074975.31,19,2,10,0,0,1,0,Pre-Operation,Individual,Q1,Boilers Directorate,15,8.5,0
APP_SYN_0595,Tamil Nadu,Textiles,45325855.03,64,7,35,1,0,2,0,Pre-Establishment,Enterprise,Q1,Boilers Directorate,15,14.4,0
APP_SYN_0596,Uttar Pradesh,Chemicals,5459675.04,11,2,10,0,0,1,0,Pre-Establishment,MSME,Q1,Legal Metrology,60,44.1,0
APP_SYN_0597,Uttar Pradesh,Textiles,13354955.29,43,6,18,0,0,1,0,Pre-Establishment,MSME,Q2,CEIG,15,11.3,0
APP_SYN_0598,Maharashtra,Chemicals,818786.76,25,2,10,0,1,2,1,Pre-Operation,MSME,Q2,UPPCB,20,21.3,1
APP_SYN_0599,Uttar Pradesh,Food Processing,21761808.68,34,4,16,2,1,3,2,Operation,MSME,Q4,UPPCB,15,23.8,1
APP_SYN_0600,Rajasthan,Information Technology,5477449.93,67,5,25,2,0,3,2,Pre-Establishment,MSME,Q3,Legal Metrology,30,41.9,1
APP_SYN_0601,Tamil Nadu,Manufacturing,430902.87,16,1,4,0,0,1,0,Pre-Operation,Individual,Q1,CEIG,60,40.8,0
APP_SYN_0602,Uttar Pradesh,Food Processing,3667810.88,99,2,10,0,1,1,1,Pre-Operation,MSME,Q4,UP Fire Service,20,18.2,0
APP_SYN_0603,Uttar Pradesh,Food Processing,33776574.4,114,6,24,0,1,4,2,Pre-Operation,Enterprise,Q1,Directorate of Factories,45,54.5,1
APP_SYN_0604,Maharashtra,Manufacturing,1674616.41,57,2,8,3,0,2,3,Pre-Establishment,MSME,Q2,FSSAI,30,41.7,1
APP_SYN_0605,Maharashtra,Manufacturing,59102827.94,138,7,35,0,1,3,0,Pre-Establishment,Enterprise,Q4,UPPCB,45,50.4,1
APP_SYN_0606,Maharashtra,Information Technology,12105959.3,94,4,12,0,0,1,0,Pre-Operation,MSME,Q3,UP Fire Service,20,15.6,0
APP_SYN_0607,Tamil Nadu,Manufacturing,39804727.33,275,5,15,0,1,2,0,Pre-Operation,Enterprise,Q4,Directorate of Factories,60,61.0,1
APP_SYN_0608,Maharashtra,Information Technology,195215742.02,136,10,40,0,0,3,0,Pre-Establishment,Enterprise,Q3,Legal Metrology,20,20.0,0
APP_SYN_0609,Uttar Pradesh,Food Processing,10447933.32,17,6,30,2,0,3,1,Pre-Operation,MSME,Q1,FSSAI,20,25.0,1
APP_SYN_0610,Gujarat,Food Processing,37995465.36,71,5,15,3,1,3,0,Pre-Operation,MSME,Q2,UPPCB,15,21.4,1
APP_SYN_0611,Uttar Pradesh,Manufacturing,10640193.66,64,3,9,1,1,2,0,Pre-Operation,MSME,Q2,Directorate of Factories,15,16.5,1
APP_SYN_0612,Uttar Pradesh,Pharmaceuticals,44837847.18,573,6,18,0,0,2,0,Pre-Operation,Enterprise,Q2,Boilers Directorate,15,12.6,0
APP_SYN_0613,Gujarat,Food Processing,3008140.28,12,6,30,1,0,1,0,Pre-Operation,MSME,Q3,Legal Metrology,15,14.3,0
APP_SYN_0614,Maharashtra,Manufacturing,6482117.92,68,2,10,0,0,2,0,Pre-Establishment,MSME,Q3,UPPCB,30,22.7,0
APP_SYN_0615,Uttar Pradesh,Textiles,64560883.81,454,4,12,0,0,2,2,Pre-Establishment,Enterprise,Q3,UPPCB,30,26.7,0
APP_SYN_0616,Maharashtra,Food Processing,29607617.7,319,7,28,2,0,4,0,Pre-Operation,Enterprise,Q4,UP Fire Service,20,24.6,1
APP_SYN_0617,Maharashtra,Food Processing,7616916.38,56,5,25,0,0,2,1,Pre-Establishment,MSME,Q3,UP Fire Service,20,17.4,0
APP_SYN_0618,Uttar Pradesh,Food Processing,44274240.34,83,7,21,1,0,5,0,Pre-Operation,Enterprise,Q4,Legal Metrology,30,31.8,1
APP_SYN_0619,Uttar Pradesh,Food Processing,8978998.45,74,3,9,0,1,3,0,Pre-Operation,MSME,Q4,Directorate of Factories,15,13.3,0
APP_SYN_0620,Gujarat,Food Processing,91759324.75,294,4,12,2,0,2,2,Pre-Operation,Enterprise,Q4,Boilers Directorate,15,18.8,1
APP_SYN_0621,Gujarat,Information Technology,5143559.49,59,2,8,0,0,1,0,Pre-Operation,MSME,Q1,UP Fire Service,30,24.1,0
APP_SYN_0622,Gujarat,Manufacturing,162182041.71,430,8,32,3,0,4,1,Pre-Operation,Enterprise,Q2,FSSAI,15,19.1,1
APP_SYN_0623,Tamil Nadu,Food Processing,7485955.17,93,2,8,0,0,1,0,Pre-Establishment,MSME,Q3,Boilers Directorate,15,9.6,0
APP_SYN_0624,Uttar Pradesh,Manufacturing,3714690.9,13,2,6,0,1,2,0,Pre-Establishment,MSME,Q3,Boilers Directorate,45,46.8,1
APP_SYN_0625,Karnataka,Chemicals,87172916.74,331,5,25,2,1,3,0,Pre-Operation,Enterprise,Q2,CEIG,15,21.7,1
APP_SYN_0626,Maharashtra,Manufacturing,3452388.89,41,2,8,1,0,1,0,Pre-Operation,MSME,Q3,FSSAI,30,27.7,0
APP_SYN_0627,Uttar Pradesh,Food Processing,26571872.19,229,11,33,1,0,5,1,Pre-Operation,Enterprise,Q2,Boilers Directorate,60,72.8,1
APP_SYN_0628,Uttar Pradesh,Food Processing,1370726.46,66,6,24,1,0,3,0,Pre-Operation,MSME,Q3,Legal Metrology,30,34.0,1
APP_SYN_0629,Tamil Nadu,Manufacturing,4341396.56,29,2,6,1,1,1,0,Operation,MSME,Q3,Directorate of Factories,15,15.6,1
APP_SYN_0630,Uttar Pradesh,Manufacturing,1152051.53,90,6,18,1,1,3,1,Pre-Establishment,MSME,Q4,UPPCB,30,41.1,1
APP_SYN_0631,Uttar Pradesh,Textiles,485496.67,19,2,6,1,0,1,0,Pre-Establishment,Individual,Q2,CEIG,60,54.8,0
APP_SYN_0632,Karnataka,Manufacturing,10457648.5,83,3,9,0,0,2,0,Pre-Operation,MSME,Q2,Boilers Directorate,15,10.1,0
APP_SYN_0633,Karnataka,Pharmaceuticals,45487924.49,567,4,16,0,0,3,1,Pre-Operation,Enterprise,Q1,CEIG,15,13.8,0
APP_SYN_0634,Maharashtra,Food Processing,2615316.47,75,3,12,0,1,2,0,Operation,MSME,Q4,Legal Metrology,30,27.8,0
APP_SYN_0635,Uttar Pradesh,Chemicals,4246032.33,71,3,12,0,1,1,2,Pre-Operation,MSME,Q4,Legal Metrology,20,18.7,0
APP_SYN_0636,Uttar Pradesh,Chemicals,5959575.38,50,4,20,2,1,3,0,Operation,MSME,Q1,UP Fire Service,20,25.3,1
APP_SYN_0637,Maharashtra,Food Processing,6905173.17,41,4,20,0,1,2,1,Pre-Operation,MSME,Q1,Boilers Directorate,30,31.4,1
APP_SYN_0638,Gujarat,Food Processing,2893488.72,9,2,8,4,0,1,1,Pre-Establishment,MSME,Q2,Directorate of Factories,20,29.9,1
APP_SYN_0639,Uttar Pradesh,Manufacturing,3660363.77,27,5,20,2,0,2,1,Pre-Operation,MSME,Q1,FSSAI,15,17.0,1
APP_SYN_0640,Uttar Pradesh,Food Processing,5578468.19,51,4,20,0,1,1,3,Pre-Operation,MSME,Q1,FSSAI,45,54.4,1
APP_SYN_0641,Tamil Nadu,Pharmaceuticals,52937290.46,417,6,30,3,0,3,1,Pre-Operation,Enterprise,Q1,UPPCB,20,29.3,1
APP_SYN_0642,Uttar Pradesh,Chemicals,65091804.31,251,5,15,0,0,3,1,Pre-Operation,Enterprise,Q2,CEIG,20,18.5,0
APP_SYN_0643,Maharashtra,Food Processing,109150326.09,117,8,40,1,0,5,0,Pre-Operation,Enterprise,Q2,FSSAI,15,18.0,1
APP_SYN_0644,Maharashtra,Food Processing,1280252.54,76,2,6,0,0,1,0,Operation,MSME,Q1,FSSAI,30,21.5,0
APP_SYN_0645,Gujarat,Manufacturing,5342837.6,35,2,8,1,1,2,1,Pre-Operation,MSME,Q4,CEIG,30,35.8,1
APP_SYN_0646,Uttar Pradesh,Information Technology,1851489.85,15,1,4,2,0,1,0,Pre-Operation,Individual,Q4,Boilers Directorate,15,18.6,1
APP_SYN_0647,Gujarat,Pharmaceuticals,14692388.57,28,4,16,2,0,3,0,Pre-Establishment,MSME,Q2,UPPCB,30,38.7,1
APP_SYN_0648,Maharashtra,Food Processing,1029956.17,9,1,4,0,1,1,0,Operation,Individual,Q4,Directorate of Factories,15,14.8,0
APP_SYN_0649,Karnataka,Food Processing,4450439.23,90,4,16,0,0,3,0,Pre-Operation,MSME,Q3,CEIG,15,13.4,0
APP_SYN_0650,Uttar Pradesh,Manufacturing,4269872.35,34,4,16,0,1,2,0,Pre-Operation,MSME,Q3,Boilers Directorate,20,20.0,0
APP_SYN_0651,Maharashtra,Textiles,15476481.64,369,5,20,0,0,3,1,Pre-Operation,Enterprise,Q4,Directorate of Factories,20,18.1,0
APP_SYN_0652,Gujarat,Food Processing,4776653.27,42,6,18,3,1,2,1,Pre-Establishment,MSME,Q3,FSSAI,30,43.6,1
APP_SYN_0653,Maharashtra,Manufacturing,471573.62,5,1,4,2,1,1,0,Pre-Operation,Individual,Q3,UP Fire Service,20,27.8,1
APP_SYN_0654,Maharashtra,Chemicals,101905053.28,312,6,18,0,1,5,0,Pre-Operation,Enterprise,Q4,UP Fire Service,30,35.6,1
APP_SYN_0655,Uttar Pradesh,Chemicals,52457878.84,54,5,25,0,1,4,2,Pre-Establishment,Enterprise,Q3,FSSAI,15,18.9,1
APP_SYN_0656,Tamil Nadu,Food Processing,976397.99,6,2,8,0,1,1,0,Pre-Establishment,Individual,Q3,CEIG,30,24.1,0
APP_SYN_0657,Karnataka,Food Processing,92110487.93,417,6,30,2,0,3,1,Operation,Enterprise,Q1,UPPCB,20,26.2,1
APP_SYN_0658,Maharashtra,Food Processing,22676839.23,28,5,20,0,1,3,1,Pre-Operation,MSME,Q3,Directorate of Factories,30,34.8,1
APP_SYN_0659,Karnataka,Food Processing,83020629.69,159,6,18,0,0,3,0,Pre-Establishment,Enterprise,Q4,Boilers Directorate,30,25.3,0
APP_SYN_0660,Uttar Pradesh,Manufacturing,4748191.64,5,1,5,0,1,1,0,Operation,Individual,Q3,CEIG,30,21.7,0
APP_SYN_0661,Maharashtra,Food Processing,4291196.63,57,5,20,1,1,1,0,Pre-Operation,MSME,Q3,Directorate of Factories,20,19.7,0
APP_SYN_0662,Uttar Pradesh,Manufacturing,5797483.59,36,2,8,0,1,1,1,Pre-Establishment,MSME,Q1,Boilers Directorate,30,30.6,1
APP_SYN_0663,Uttar Pradesh,Food Processing,21577201.86,58,3,12,0,1,3,0,Operation,MSME,Q1,Directorate of Factories,30,30.8,1
APP_SYN_0664,Maharashtra,Food Processing,29777447.45,302,7,21,2,0,3,3,Pre-Establishment,Enterprise,Q4,Legal Metrology,15,22.4,1
APP_SYN_0665,Gujarat,Manufacturing,11937980.93,73,6,30,0,1,1,0,Pre-Operation,MSME,Q1,UPPCB,15,14.8,0
APP_SYN_0666,Uttar Pradesh,Manufacturing,17557318.66,71,5,15,2,1,2,1,Pre-Operation,MSME,Q1,UPPCB,15,17.7,1
APP_SYN_0667,Uttar Pradesh,Food Processing,2309705.61,73,2,8,0,1,2,0,Pre-Establishment,MSME,Q4,Boilers Directorate,20,18.2,0
APP_SYN_0668,Gujarat,Manufacturing,6352535.29,71,6,30,0,0,3,1,Operation,MSME,Q2,Boilers Directorate,30,27.4,0
APP_SYN_0669,Uttar Pradesh,Manufacturing,11855705.29,68,4,12,0,1,2,3,Pre-Operation,MSME,Q2,FSSAI,15,15.6,1
APP_SYN_0670,Uttar Pradesh,Textiles,19929931.24,13,4,20,0,0,1,1,Operation,MSME,Q1,Directorate of Factories,15,13.8,0
APP_SYN_0671,Uttar Pradesh,Manufacturing,10180029.75,70,6,18,0,1,1,1,Pre-Operation,MSME,Q4,Directorate of Factories,30,35.5,1
APP_SYN_0672,Karnataka,Food Processing,13569144.54,94,5,25,0,1,1,0,Pre-Operation,MSME,Q2,Directorate of Factories,15,10.3,0
APP_SYN_0673,Gujarat,Manufacturing,1373426.17,47,6,24,0,0,1,0,Pre-Operation,MSME,Q2,UP Fire Service,20,13.4,0
APP_SYN_0674,Karnataka,Textiles,2862679.84,34,3,12,0,0,1,2,Pre-Operation,MSME,Q2,UPPCB,20,19.3,0
APP_SYN_0675,Karnataka,Food Processing,5538048.73,49,6,30,4,1,3,1,Pre-Operation,MSME,Q3,UP Fire Service,20,34.5,1
APP_SYN_0676,Uttar Pradesh,Pharmaceuticals,3143548.76,39,4,16,0,1,2,3,Pre-Operation,MSME,Q3,UPPCB,30,42.1,1
APP_SYN_0677,Gujarat,Food Processing,6247670.66,44,3,9,1,0,3,0,Operation,MSME,Q1,Directorate of Factories,15,15.8,1
APP_SYN_0678,Uttar Pradesh,Chemicals,8831407.45,52,3,9,3,0,3,2,Operation,MSME,Q1,Boilers Directorate,45,65.8,1
APP_SYN_0679,Tamil Nadu,Food Processing,17093051.6,475,8,40,1,0,5,0,Pre-Operation,Enterprise,Q3,UPPCB,20,24.7,1
APP_SYN_0680,Gujarat,Manufacturing,43304617.75,24,3,15,1,0,3,2,Pre-Operation,MSME,Q2,Boilers Directorate,15,18.3,1
APP_SYN_0681,Rajasthan,Manufacturing,3451241.04,71,6,24,1,0,3,2,Pre-Operation,MSME,Q1,UP Fire Service,20,24.0,1
APP_SYN_0682,Uttar Pradesh,Manufacturing,8875465.23,18,5,20,0,1,1,0,Pre-Establishment,MSME,Q4,FSSAI,45,41.7,0
APP_SYN_0683,Uttar Pradesh,Food Processing,2908337.08,15,5,15,0,1,2,1,Pre-Operation,MSME,Q1,Directorate of Factories,15,14.2,0
APP_SYN_0684,Rajasthan,Chemicals,7480036.84,68,6,30,1,1,2,0,Pre-Establishment,MSME,Q4,FSSAI,20,21.8,1
APP_SYN_0685,Gujarat,Food Processing,88869247.65,231,9,45,0,1,4,0,Pre-Establishment,Enterprise,Q1,CEIG,15,14.4,0
APP_SYN_0686,Maharashtra,Chemicals,9847297.09,13,5,15,1,0,3,2,Pre-Establishment,MSME,Q2,Legal Metrology,15,17.9,1
APP_SYN_0687,Karnataka,Food Processing,66172070.48,376,10,40,4,0,3,1,Pre-Operation,Enterprise,Q2,UPPCB,20,29.0,1
APP_SYN_0688,Uttar Pradesh,Textiles,3900730.0,13,5,20,0,0,1,1,Operation,MSME,Q4,UPPCB,45,39.6,0
APP_SYN_0689,Tamil Nadu,Food Processing,5246307.87,93,5,20,0,0,1,0,Pre-Establishment,MSME,Q1,Legal Metrology,15,11.5,0
APP_SYN_0690,Uttar Pradesh,Textiles,6992236.71,29,4,16,0,0,2,1,Pre-Establishment,MSME,Q4,UP Fire Service,30,29.6,0
APP_SYN_0691,Uttar Pradesh,Manufacturing,9389088.39,60,5,15,4,0,1,0,Pre-Operation,MSME,Q4,UPPCB,45,65.5,1
APP_SYN_0692,Uttar Pradesh,Textiles,101549010.47,125,7,21,2,0,2,0,Pre-Operation,Enterprise,Q2,Legal Metrology,20,20.2,1
APP_SYN_0693,Gujarat,Information Technology,2788967.2,76,6,24,0,0,3,0,Pre-Establishment,MSME,Q3,Boilers Directorate,30,28.4,0
APP_SYN_0694,Rajasthan,Textiles,11687697.94,62,3,15,1,0,1,0,Pre-Operation,MSME,Q3,CEIG,20,16.9,0
APP_SYN_0695,Uttar Pradesh,Chemicals,8071298.2,52,4,16,0,0,1,0,Pre-Operation,MSME,Q4,UP Fire Service,15,11.8,0
APP_SYN_0696,Uttar Pradesh,Information Technology,94702630.29,589,4,12,0,0,2,0,Pre-Operation,Enterprise,Q4,CEIG,30,28.7,0
APP_SYN_0697,Tamil Nadu,Manufacturing,2421950.5,82,5,25,3,0,1,0,Pre-Operation,MSME,Q4,Legal Metrology,15,21.3,1
APP_SYN_0698,Maharashtra,Manufacturing,12522019.4,40,5,15,4,1,1,3,Pre-Establishment,MSME,Q2,Boilers Directorate,20,35.4,1
APP_SYN_0699,Karnataka,Manufacturing,34765717.97,117,9,36,0,1,3,1,Pre-Establishment,Enterprise,Q2,UPPCB,20,20.5,1
APP_SYN_0700,Uttar Pradesh,Food Processing,14077571.08,542,5,25,0,1,2,0,Pre-Establishment,Enterprise,Q1,Boilers Directorate,30,29.2,0
APP_SYN_0701,Gujarat,Food Processing,5019645.78,24,3,12,2,1,3,1,Pre-Operation,MSME,Q3,UP Fire Service,20,26.6,1
APP_SYN_0702,Gujarat,Food Processing,13595263.44,305,11,55,0,0,3,0,Operation,Enterprise,Q4,Directorate of Factories,30,25.5,0
APP_SYN_0703,Uttar Pradesh,Pharmaceuticals,857149.08,4,2,6,3,0,1,2,Operation,Individual,Q1,CEIG,20,24.3,1
APP_SYN_0704,Tamil Nadu,Manufacturing,31465174.21,316,10,40,1,0,4,3,Pre-Establishment,Enterprise,Q2,FSSAI,30,49.3,1
APP_SYN_0705,Gujarat,Information Technology,2316421.63,80,4,16,0,0,3,3,Pre-Operation,MSME,Q3,Boilers Directorate,30,38.9,1
APP_SYN_0706,Tamil Nadu,Information Technology,5646376.8,85,5,25,0,0,1,0,Pre-Establishment,MSME,Q4,Legal Metrology,15,13.4,0
APP_SYN_0707,Uttar Pradesh,Food Processing,29818467.44,325,11,44,0,0,5,2,Pre-Operation,Enterprise,Q1,FSSAI,45,62.9,1
APP_SYN_0708,Maharashtra,Textiles,9557152.44,517,8,32,2,1,5,3,Pre-Establishment,Enterprise,Q3,Boilers Directorate,15,26.1,1
APP_SYN_0709,Uttar Pradesh,Food Processing,1536113.97,6,3,15,1,1,1,0,Pre-Establishment,MSME,Q2,Directorate of Factories,15,15.5,1
APP_SYN_0710,Gujarat,Food Processing,33611467.69,332,9,27,0,0,5,0,Pre-Establishment,Enterprise,Q3,FSSAI,20,17.1,0
APP_SYN_0711,Maharashtra,Manufacturing,986270.32,27,2,10,1,1,2,0,Pre-Operation,MSME,Q2,Legal Metrology,20,20.3,1
APP_SYN_0712,Uttar Pradesh,Manufacturing,105239083.61,412,10,30,0,1,4,0,Pre-Establishment,Enterprise,Q4,Legal Metrology,30,38.0,1
APP_SYN_0713,Uttar Pradesh,Food Processing,34893240.46,92,5,25,1,0,2,0,Pre-Establishment,MSME,Q1,FSSAI,45,40.3,0
APP_SYN_0714,Uttar Pradesh,Manufacturing,37412641.82,344,10,40,0,1,2,0,Pre-Operation,Enterprise,Q3,UPPCB,20,22.6,1
APP_SYN_0715,Uttar Pradesh,Manufacturing,4160518.04,26,4,12,0,0,3,0,Pre-Establishment,MSME,Q1,Boilers Directorate,20,19.2,0
APP_SYN_0716,Maharashtra,Food Processing,25153331.27,44,3,15,0,0,3,2,Pre-Operation,MSME,Q3,Directorate of Factories,20,19.8,0
APP_SYN_0717,Uttar Pradesh,Food Processing,5465332.22,12,5,25,1,1,1,1,Pre-Establishment,MSME,Q1,UP Fire Service,15,15.6,1
APP_SYN_0718,Gujarat,Manufacturing,131285009.66,302,8,40,2,1,5,2,Pre-Establishment,Enterprise,Q4,CEIG,45,78.9,1
APP_SYN_0719,Rajasthan,Textiles,2368160.99,97,6,18,0,0,2,1,Pre-Operation,MSME,Q1,UP Fire Service,15,12.5,0
APP_SYN_0720,Uttar Pradesh,Manufacturing,55016823.82,132,8,24,0,0,3,0,Pre-Establishment,Enterprise,Q3,Directorate of Factories,20,21.7,1
APP_SYN_0721,Uttar Pradesh,Textiles,4591493.91,28,6,24,3,0,2,0,Pre-Operation,MSME,Q2,CEIG,20,26.0,1
APP_SYN_0722,Tamil Nadu,Food Processing,38524306.67,154,5,20,2,1,3,1,Pre-Operation,Enterprise,Q1,CEIG,30,38.4,1
APP_SYN_0723,Maharashtra,Food Processing,7267459.54,62,2,6,0,0,2,0,Pre-Operation,MSME,Q1,UPPCB,15,13.7,0
APP_SYN_0724,Gujarat,Food Processing,4657933.3,40,2,8,2,1,2,2,Pre-Operation,MSME,Q1,Boilers Directorate,15,23.7,1
APP_SYN_0725,Rajasthan,Food Processing,1020900.82,12,2,6,3,0,1,0,Pre-Operation,Individual,Q4,Boilers Directorate,45,56.6,1
APP_SYN_0726,Uttar Pradesh,Manufacturing,22453815.48,385,4,16,4,0,3,1,Pre-Establishment,Enterprise,Q1,Legal Metrology,20,31.6,1
